timestamp_ns,timestamp_s,security_id,symbol,price,spread
1731931272756458688,1731931272.7564588,200001478879,WDOZ24,6484.64,
1731931405900494386,1731931405.9004943,200001478879,WDOZ24,6976.12,
1731931453145086721,1731931453.1450868,2080363,WDOF25,6493.04,
1731932461193353138,1731932461.1933532,200001478879,WDOZ24,6976.3,
1731932461290834582,1731932461.2908347,200001478879,WDOZ24,6976.4,
1731932461301155565,1731932461.3011556,200001478879,WDOZ24,6976.5,
1731932461484139399,1731932461.4841394,200001478879,WDOZ24,6976.6,
1731932461484222593,1731932461.4842227,200001478879,WDOZ24,6976.7,
1731932461959643121,1731932461.9596431,200001478879,WDOZ24,6977.0,
1731932462104755516,1731932462.1047554,200001478879,WDOZ24,6977.1,
1731932462150848137,1731932462.1508482,200001478879,WDOZ24,6977.2,
1731932462197586521,1731932462.1975865,200001478879,WDOZ24,6977.3,
1731932462239819849,1731932462.2398198,200001478879,WDOZ24,6977.4,
1731932462397922898,1731932462.3979228,200001478879,WDOZ24,6977.5,
1731932462428224239,1731932462.4282243,200001478879,WDOZ24,6977.6,
1731932462455339942,1731932462.4553401,200001478879,WDOZ24,6977.7,
1731932462715780564,1731932462.7157805,200001478879,WDOZ24,6977.8,
1731932462872876262,1731932462.8728764,200001478879,WDOZ24,6977.9,
1731932462967645541,1731932462.9676454,200001478879,WDOZ24,6978.0,
1731932463035582036,1731932463.035582,200001478879,WDOZ24,6978.1,
1731932463228591165,1731932463.2285912,200001478879,WDOZ24,6978.2,
1731932463358888550,1731932463.3588884,200001478879,WDOZ24,6978.3,
1731932463565072266,1731932463.5650723,200001478879,WDOZ24,6978.4,
1731932463773609671,1731932463.7736096,200001478879,WDOZ24,6978.5,
1731932464036706162,1731932464.036706,200001478879,WDOZ24,6978.6,
1731932464083314791,1731932464.0833147,200001478879,WDOZ24,6978.7,
1731932464084398682,1731932464.0843985,200001478879,WDOZ24,6978.8,
1731932464236480171,1731932464.2364802,200001478879,WDOZ24,6978.9,
1731932464306629231,1731932464.3066292,200001478879,WDOZ24,6979.0,
1731932464367237694,1731932464.3672376,200001478879,WDOZ24,6979.1,
1731932464446145688,1731932464.4461458,200001478879,WDOZ24,6979.2,
1731932464451749901,1731932464.4517498,200001478879,WDOZ24,6979.3,
1731932464504289947,1731932464.50429,200001478879,WDOZ24,6979.4,
1731932464682691760,1731932464.6826918,200001478879,WDOZ24,6979.5,
1731932464776776163,1731932464.776776,200001478879,WDOZ24,6979.6,
1731932464911704805,1731932464.9117048,200001478879,WDOZ24,6979.7,
1731932465041763340,1731932465.0417633,200001478879,WDOZ24,6979.8,
1731932465171650322,1731932465.1716504,200001478879,WDOZ24,6979.9,
1731932465275415492,1731932465.2754157,200001478879,WDOZ24,6980.0,
1731932465392287863,1731932465.3922877,200001478879,WDOZ24,6980.1,
1731932465481906934,1731932465.481907,200001478879,WDOZ24,6980.2,
1731932465609825556,1731932465.6098256,200001478879,WDOZ24,6980.3,
1731932465641166587,1731932465.6411667,200001478879,WDOZ24,6980.6,
1731932466490382534,1731932466.4903827,200001478879,WDOZ24,6980.7,
1731932466535311086,1731932466.5353112,200001478879,WDOZ24,6980.8,
1731932466562233744,1731932466.562234,200001478879,WDOZ24,6980.9,
1731932466692574902,1731932466.692575,200001478879,WDOZ24,6981.0,
1731932466754938787,1731932466.7549388,200001478879,WDOZ24,6981.1,
1731932466882049139,1731932466.882049,200001478879,WDOZ24,6981.2,
1731932466908186520,1731932466.9081867,200001478879,WDOZ24,6981.3,
1731932466982130663,1731932466.9821308,200001478879,WDOZ24,6981.4,
1731932467995597050,1731932467.9955971,200001478879,WDOZ24,6981.5,
1731932468095677322,1731932468.0956774,200001478879,WDOZ24,6981.6,
1731932468256779088,1731932468.256779,200001478879,WDOZ24,6981.7,
1731932468259073887,1731932468.2590737,200001478879,WDOZ24,6982.5,
1731932468319324584,1731932468.3193247,200001478879,WDOZ24,6982.8,
1731932468319357039,1731932468.319357,200001478879,WDOZ24,6982.9,
1731932468423470968,1731932468.4234707,200001478879,WDOZ24,6983.0,
1731932468516496920,1731932468.516497,200001478879,WDOZ24,6983.1,
1731932468573475277,1731932468.5734754,200001478879,WDOZ24,6983.2,
1731932468819539342,1731932468.8195395,200001478879,WDOZ24,6983.3,
1731932469202767020,1731932469.2027671,200001478879,WDOZ24,6983.4,
1731932469297344521,1731932469.2973444,200001478879,WDOZ24,6983.5,
1731932469351408033,1731932469.3514082,200001478879,WDOZ24,6983.7,
1731932469406511110,1731932469.406511,200001478879,WDOZ24,6983.8,
1731932469425285876,1731932469.4252858,200001478879,WDOZ24,6983.9,
1731932469425321560,1731932469.4253216,200001478879,WDOZ24,6985.9,
1731932469426092300,1731932469.4260924,200001478879,WDOZ24,6987.0,
1731932469426284840,1731932469.4262848,200001478879,WDOZ24,6987.6,
1731932469599683526,1731932469.5996835,200001478879,WDOZ24,6987.7,
1731932469599735048,1731932469.599735,200001478879,WDOZ24,6987.8,
1731932469623368994,1731932469.623369,200001478879,WDOZ24,6988.0,
1731932469637723615,1731932469.6377237,200001478879,WDOZ24,6988.1,
1731932469659009014,1731932469.659009,200001478879,WDOZ24,6988.2,
1731932469917945855,1731932469.9179459,200001478879,WDOZ24,6988.3,
1731932470050925339,1731932470.0509253,200001478879,WDOZ24,6988.4,
1731932470194381563,1731932470.1943815,200001478879,WDOZ24,6988.5,
1731932470199042285,1731932470.1990423,200001478879,WDOZ24,6988.6,
1731932470238843533,1731932470.2388437,200001478879,WDOZ24,6988.7,
1731932470336419670,1731932470.3364196,200001478879,WDOZ24,6988.8,
1731932470369868317,1731932470.3698683,200001478879,WDOZ24,6988.9,
1731932470494096512,1731932470.4940963,200001478879,WDOZ24,6989.0,
1731932470618576382,1731932470.6185763,200001478879,WDOZ24,6989.1,
1731932470648178986,1731932470.648179,200001478879,WDOZ24,6989.2,
1731932470669399906,1731932470.6693997,200001478879,WDOZ24,6989.3,
1731932470690097288,1731932470.6900973,200001478879,WDOZ24,6989.4,
1731932470771074810,1731932470.7710748,200001478879,WDOZ24,6989.6,
1731932470856518940,1731932470.856519,200001478879,WDOZ24,6989.7,
1731932471207519493,1731932471.2075195,200001478879,WDOZ24,6989.8,
1731932471535663880,1731932471.5356638,200001478879,WDOZ24,6989.9,
1731932471621826545,1731932471.6218266,200001478879,WDOZ24,6990.0,
1731932471821730916,1731932471.8217309,200001478879,WDOZ24,6990.1,
1731932471836072186,1731932471.8360722,200001478879,WDOZ24,6990.2,
1731932471990871701,1731932471.990872,200001478879,WDOZ24,6990.3,
1731932472219359970,1731932472.21936,200001478879,WDOZ24,6990.4,
1731932472382528571,1731932472.3825285,200001478879,WDOZ24,6990.5,
1731932472410748840,1731932472.410749,200001478879,WDOZ24,6990.6,
1731932472456289890,1731932472.4562898,200001478879,WDOZ24,6991.2,
1731932472456327611,1731932472.4563277,200001478879,WDOZ24,6993.2,
1731932472457225790,1731932472.4572258,200001478879,WDOZ24,6994.3,
1731932472474357353,1731932472.4743574,200001478879,WDOZ24,6994.4,
1731932472480780136,1731932472.4807801,200001478879,WDOZ24,6994.5,
1731932472526580810,1731932472.5265808,200001478879,WDOZ24,6994.6,
1731932472565683245,1731932472.5656831,200001478879,WDOZ24,6994.7,
1731932472714972158,1731932472.7149723,200001478879,WDOZ24,6994.8,
1731932472715956177,1731932472.7159562,200001478879,WDOZ24,6995.1,
1731932472715969860,1731932472.7159698,200001478879,WDOZ24,6997.1,
1731932472782179392,1731932472.7821794,200001478879,WDOZ24,6998.1,
1731932472792315622,1731932472.7923157,200001478879,WDOZ24,6998.2,
1731932472799304316,1731932472.7993042,200001478879,WDOZ24,6998.3,
1731932472799383096,1731932472.799383,200001478879,WDOZ24,6998.4,
1731932472806161152,1731932472.8061612,200001478879,WDOZ24,6998.5,
1731932472812443412,1731932472.8124435,200001478879,WDOZ24,6998.6,
1731932472910385386,1731932472.9103854,200001478879,WDOZ24,6998.7,
1731932473061679915,1731932473.0616798,200001478879,WDOZ24,6998.8,
1731932473092078060,1731932473.092078,200001478879,WDOZ24,6998.9,
1731932473225071656,1731932473.2250717,200001478879,WDOZ24,6999.0,
1731932473273827867,1731932473.2738278,200001478879,WDOZ24,6999.1,
